First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
PGHGQH,ILSATR,u0000463,,,u0000463@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/01 (Classes 7460/7511),22.2,7.3,3.8,2.6,0,25,0.3,-,0.3,0.5,-,0.6,0.3,0.3,-,0.6,0,-,-,58.9,1710372717
DGALSE,XEYLJT,u0000464,,,u0000464@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),22.4,12.4,3.7,3.2,2,39.8,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.4,-,0.5,70.9,-,-,75.7,1710372717
SYSUHH,IBVGOH,u0000465,,,u0000465@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.7,10.7,2.8,3,2.4,-,-,0.5,0.3,0.3,0.6,0.3,0.4,0.5,0.1,0.5,91.1,-,-,34.7,1710372717
ATCWZY,LWPUVB,u0000466,,,u0000466@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),18.4,13.4,3.4,3.4,2.3,35.2,0.5,0.3,0.1,0.5,0.5,0.5,0.5,0.6,0.6,-,83.2,-,-,72.3,1710372717
ZCZNXN,IVBSXZ,u0000467,,,u0000467@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.8,7.8,3.4,2.6,2.4,35,0.4,-,0.3,0.1,0.5,0.3,0.3,0.3,0.2,0.5,50.5,-,-,60.4,1710372717
DKRMER,LHLVJL,u0000468,,,u0000468@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.9,11.2,-,2.1,2.2,18.3,0.3,0.6,0.3,0.4,-,-,-,-,0.1,0.3,53.5,-,-,53.3,1710372717
YMMSVE,VJGDCP,u0000469,,,u0000469@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),17.6,11.1,4.2,3,2.2,44.9,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.4,-,89.1,-,-,81.1,1710372717
KJWCIM,RKIHBS,u0000470,,,u0000470@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.1,11,4.6,2.6,2.4,44.2,0.3,0.5,0.4,-,0.4,-,0.3,-,0.2,0.5,57.5,-,-,93.2,1710372717
WNCVKU,JVLAIF,u0000471,,,u0000471@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),21.4,16.5,3.7,3.5,2.3,47.6,0.5,0.5,0.6,0.5,0.6,0.4,0.6,0.6,0.5,0.5,79.3,-,-,99.2,1710372717
KEWOCQ,HKBJQI,u0000472,,,u0000472@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),9,10.1,3.7,2.9,0.6,31.2,0.4,0.5,0.6,0.1,0.6,0.2,0.4,0.3,0.1,0.5,13,-,-,59.4,1710372717
GPEMYT,URBHSY,u0000473,,,u0000473@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),18.3,12.3,3.4,3.1,2.4,49.7,0.5,0.5,0.5,0.6,0.5,0.4,0.4,0.4,0.3,0.4,57.9,-,-,78.4,1710372717
DFCTFS,VLTNOQ,u0000474,,,u0000474@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),8.5,8.8,2.7,1.3,0,-,-,-,-,-,-,0.4,0.6,0.5,-,-,0,-,-,21,1710372717
ENVTRF,DAPNCF,u0000475,,,u0000475@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),19.5,13.6,3.1,3.6,2.1,43.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.4,0.4,0.6,82.9,-,-,85.9,1710372717
AKJQMH,FMDCOJ,u0000476,,,u0000476@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.4,11.2,3.5,2.7,2.3,36,-,0.5,-,0.6,0.5,0.4,-,0.4,0.4,-,56.1,-,-,64.8,1710372717
BMAJDX,DECAQL,u0000477,,,u0000477@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),16.7,15.6,3.2,3.4,2.4,40.9,0.4,0.6,0.4,0.4,0.4,0.5,0.5,0.5,0.6,-,71.9,-,-,80.6,1710372717
ZEGDGC,AKLDTF,u0000478,,,u0000478@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17,11.6,4.7,3.4,2.3,58.4,0.6,0.5,-,0.5,0.6,0.5,0.6,-,-,-,64.4,-,-,101.1,1710372717
TCNHMV,VKXCUY,u0000479,,,u0000479@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),22.5,7.4,-,2.7,1.2,34,0.4,0.5,0.6,0.6,0.6,-,-,-,-,-,25.9,-,-,62.2,1710372717
IOIHNV,WYIQBJ,u0000480,,,u0000480@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.9,12.8,4.6,3.1,2.3,35.2,0.5,0.6,0.4,0.6,0.5,0.5,0.5,0.5,0.2,0.4,77.7,0,-,81,1710372717
WDWNJQ,MNDAHD,u0000481,,,u0000481@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,10.6,1.6,3.1,2,2.1,25.7,0.4,-,0.4,-,-,0.2,0.3,-,0.2,0.6,62.8,-,34.8,49.9,1710372717
LZRLWV,KKZPUI,u0000482,,,u0000482@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.8,12.7,2.1,2.7,2,22.6,0.2,0.4,0.4,0.1,-,0.3,0.5,-,0.4,0.4,67.6,-,-,61.9,1710372717
MXMWIQ,PCPXVX,u0000483,,,u0000483@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.8,12.4,4,2.3,2.2,36.3,0.5,0.4,0.4,-,0.5,0.5,-,-,-,-,102.4,-,-,74.1,1710372717
DMYNOR,TSYXMK,u0000484,,,u0000484@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),9.7,10.9,2.2,2.6,2.1,37.8,0.4,0.4,0.4,0.3,0.4,-,0.4,0.4,-,0.5,73.1,-,-,65,1710372717
EMPRFX,FSAQVQ,u0000485,,,u0000485@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.3,11.3,3.7,3.4,2.2,40.8,0.6,0.5,0.6,0.5,0.5,0.5,0.4,-,-,0.6,83.7,-,-,79.5,1710372717
KEAOAO,VVDUOA,u0000486,,,u0000486@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.2,13.8,3.6,1.8,2.3,33.9,0.5,0.6,-,-,-,-,-,-,0.5,0.3,71.1,-,-,63.5,1710372717
LUJVVW,AASBJC,u0000487,,,u0000487@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.7,12.8,3,3,2.2,40.6,0.5,0.6,0.4,0.4,0.6,0.6,0.3,0.6,0.4,-,73.9,-,-,83.9,1710372717
IHNAWP,QQPUDV,u0000488,,,u0000488@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16,8.7,3.8,3.1,2.3,24.9,0.6,0.5,0.5,0.5,0.6,0.4,0.5,0.5,0.4,0.6,67.6,-,-,60.1,1710372717
WHGWRE,SKAAXX,u0000489,,,u0000489@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),17.4,3.9,2.6,3.1,2.2,28.9,0.5,0.5,0.6,0.5,0.6,0.3,0.5,0.5,0.5,0.6,103,104,-,54.6,1710372717
SUNCTT,BOLCHY,u0000490,,,u0000490@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.3,14.7,4.1,3.4,2.3,48.7,0.5,0.6,0.5,0.6,0.5,-,0.5,0.5,-,-,88.9,-,-,102,1710372717
WAZKPB,UUANNY,u0000491,,,u0000491@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),17.5,15.2,3.6,2.9,2.1,37.8,0.4,0.6,0.4,0.3,0.6,0.5,0.5,0.4,0.4,0.5,75.5,-,-,78.8,1710372717
XZAVAX,ZXVNUF,u0000492,,,u0000492@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),21,14.1,3.3,3.1,2.3,37.3,0.5,0.6,0.5,0.1,0.6,0.4,0.4,0.3,0.6,0.6,100.4,-,-,79.7,1710372717
WKXLZR,TIQGMH,u0000493,,,u0000493@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,11.4,3.8,3.1,0.9,0,-,-,-,-,-,0.5,-,-,0.3,-,-,0,-,-,19.2,1710372717
AESHTC,ZMDUGR,u0000494,,,u0000494@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),11.7,13,4.1,3.2,2.1,29.6,0.4,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,71.7,-,-,68.2,1710372717
TXESJW,OXLUBD,u0000495,,,u0000495@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),17,15.8,3.4,3.2,2.1,28.6,0.5,0.5,0.4,0.6,-,-,0.5,0.6,0.5,0.5,67.6,-,-,70.9,1710372717
GTIAFR,ZTHSQD,u0000496,,,u0000496@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,15.7,4.2,-,2.2,2.3,21.2,0.5,0.4,-,-,0.5,-,0.3,-,0.1,0.4,57.3,-,-,41.8,1710372717
NXIDQP,KMCTXK,u0000497,,,u0000497@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),23.8,13.4,3.9,3.4,2.2,33.4,0.5,0.5,0.5,0.4,0.4,0.5,0.6,-,0.4,0.5,69,-,-,78,1710372717
AGQQVW,OFLXPJ,u0000498,,,u0000498@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),15.5,10.1,4.1,3.2,2.3,29.2,0.5,0.4,0.4,0.5,0.5,0.6,-,0.4,0.3,0.5,52,-,-,66.6,1710372717
GXDEPS,ZFBBZZ,u0000499,,,u0000499@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.7,14.7,3.9,3.4,2.3,45.4,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.4,-,-,107.8,110.8,-,86.5,1710372717
LBKXKH,BGOYPI,u0000500,,,u0000500@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),21.1,15.3,3.8,3.1,2.3,43.5,0.6,0.5,0.4,0.5,0.6,0.5,0.5,0.5,0.5,0.5,110.5,112.9,-,90.3,1710372717
RPPKEW,RODTXZ,u0000501,,,u0000501@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,15.3,15.1,5.1,2.9,0.5,-,0.5,0.6,-,-,-,0.5,0.5,0.4,0.3,0.5,13.7,-,-,42.2,1710372717
VDNTQO,WUFVSU,u0000502,,,u0000502@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.6,15.4,5.2,3.2,2.2,51.4,0.5,0.5,0.6,0.6,0.5,0.5,0.6,-,-,0.6,71.9,-,-,91.5,1710372717
VLPIQV,WWWXIE,u0000503,,,u0000503@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),17.3,15,3.6,3.2,2.3,39.2,0.6,0.6,0.4,0.3,0.5,0.6,0.5,0.5,-,-,79.2,-,-,79.1,1710372717
CQOPEF,KNKZJP,u0000504,,,u0000504@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),21.5,14.9,4.9,3.3,2.2,51,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.4,0.4,0.4,66.7,103.9,-,86.3,1710372717
EUKKYV,BYXPEX,u0000505,,,u0000505@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),23.6,16.4,4.8,3,2.2,37.6,0.4,0.6,0.6,0.4,0.6,0.6,0.5,0.4,0.5,0.6,100,-,-,84.9,1710372717
FLECIP,ZOITGI,u0000506,,,u0000506@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam;Supp Special Exam Arrangements,20.4,16.5,4.5,3.2,2.4,-,0.6,0.6,0.4,0.6,0.6,0.5,0.5,0.4,0.4,0.6,97.8,-,48,48.8,1710372717
QGDDWA,YSWYAQ,u0000507,,,u0000507@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.5,11,4,3,2.3,33.8,0.5,0.6,0.5,0.5,0.5,0.5,0.5,-,-,-,68.4,-,-,76.6,1710372717
WKTFDS,DTHOBS,u0000508,,,u0000508@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.8,11.2,5.1,2.8,2.1,39.9,0.3,0.4,0.5,-,0.6,0.4,0.4,0.4,0.3,-,87.6,-,-,86.8,1710372717
ZDDIYI,QCMBXA,u0000509,,,u0000509@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.8,15.8,2,3.2,2,26.4,0.5,0.6,0.5,0.4,0.5,0.6,0.6,0.6,0.4,-,56.1,-,-,74.5,1710372717
NTJCFH,YRSPRG,u0000510,,,u0000510@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.3,6.2,3.8,2.3,2.2,22.2,0.4,0.4,0.3,0.1,0.5,0.3,0.2,0.3,0.2,0.6,57,-,-,61.3,1710372717
CIVEKQ,ZWBQWC,u0000511,,,u0000511@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),17.9,16.6,3.8,3.2,2.4,38.5,0.6,0.5,0.4,0.1,-,0.5,0.6,0.6,0.4,0.5,64.7,-,-,78.4,1710372717
XPMYQS,HKIQVL,u0000512,,,u0000512@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),10.1,12.9,4.4,3.3,2.2,41.4,0.6,0.5,0.2,0.6,0.6,-,0.4,0.5,0.3,0.5,53.4,-,-,80.8,1710372717
PDGAKU,UFAZGK,u0000513,,,u0000513@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),16.1,13.1,4.9,3,2.4,39.2,0.5,0.5,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.6,103.7,101.4,-,86.4,1710372717
EYSQOT,FIKZKY,u0000514,,,u0000514@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.8,9.4,-,2.4,1.2,48.3,0.3,0.3,0.3,0.2,0.5,-,0.5,-,-,-,26.1,-,-,74.7,1710372717
RBPMTN,PNGXLT,u0000515,,,u0000515@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23,0,-,3.2,2.2,5.9,0.2,0.6,0.5,0.6,0.5,0.5,0.4,0.5,0.4,-,78.4,-,-,34.8,1710372717
ACZUAA,TRNRPG,u0000516,,,u0000516@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),12.4,13,5,3.3,2.3,34.2,0.4,0.5,0.4,0.3,0.5,0.3,0.5,0.5,0.3,0.5,98,-,-,70.4,1710372717
GWHHNN,RZEZET,u0000517,,,u0000517@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),16.2,13.5,4.3,2.4,2.3,34.1,0.5,0.5,0.3,0.3,-,0.5,0.4,0.3,0.3,-,75.2,-,-,78.8,1710372717
BHANTZ,TAQKJD,u0000518,,,u0000518@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.6,10.8,4.2,2.9,1.6,35.4,-,0.5,0.4,0.4,0.5,0.3,0.5,-,0.5,-,37.9,-,-,65.3,1710372717
CJWDJW,VILIIN,u0000519,,,u0000519@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Supplementary and Deferred Exam,17.4,12.2,3.1,3.1,2.1,14.8,0.5,0.5,0.3,0.6,0.6,0.2,0.4,0.5,0.6,0.6,59.8,-,-,55,1710372717
BHHXVG,LYCJFI,u0000520,,,u0000520@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),17.5,13.8,4.9,3,2.1,45.9,0.4,0.4,0.4,0.2,0.6,0.6,0.4,0.5,0.5,-,77,-,-,88.2,1710372718
WJEQMQ,NFKVIQ,u0000521,,,u0000521@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.1,11.2,5.5,3.5,2.1,33.4,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.3,-,-,86.5,-,-,68.8,1710372718
JFSVLG,RGSGDJ,u0000522,,,u0000522@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),18.9,15.6,3.5,3.3,2.1,53.3,0.5,0.6,0.5,0.6,0.5,0.6,0.4,0.5,-,-,110.1,107.8,-,87.4,1710372718
KDJLTX,KBYJXV,u0000523,,,u0000523@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.1,14.8,3.4,3.5,2.2,37.6,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.5,0.4,-,82,-,-,87.7,1710372718
IQMHBM,IBSTIH,u0000524,,,u0000524@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.1,11.4,4.8,3,2,31.4,0.6,0.6,0.3,-,0.5,-,0.6,-,-,0.6,51.9,-,-,73.9,1710372718
DBBHKA,TZBVRM,u0000525,,,u0000525@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.9,13,2.1,3.5,2.2,29.2,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.6,94.3,-,-,64.2,1710372718
IUFWPD,JQBSGO,u0000526,,,u0000526@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),21.7,14.5,4.9,3.1,2.2,50.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.4,0.6,89.9,-,-,97.2,1710372718
NKJYEB,GJAGRT,u0000527,,,u0000527@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),17.3,9.9,4,2.6,2.3,34.6,0.4,0.4,0.3,-,0.4,0.5,0.4,0.2,0.1,-,52.6,-,-,66.5,1710372718
QJTCIX,BXGRZA,u0000528,,,u0000528@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.5,10.3,3.5,3.1,2.2,38.5,0.4,0.6,0.5,-,0.5,0.5,0.5,0.3,0.4,0.6,101.2,-,-,79.5,1710372718
IXYYEW,FGCKJO,u0000529,,,u0000529@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.5,16.9,4.3,3.2,2.2,40.5,0.3,-,0.6,-,0.5,-,0.5,0.5,0.5,0.5,55.7,-,-,78.6,1710372718
HWNYBH,JVVILK,u0000530,,,u0000530@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.1,14.3,5.2,3.2,2.3,28.9,0.4,0.5,0.3,0.5,0.5,0.6,0.5,0.4,0.3,0.5,82.8,-,-,67.1,1710372718
IGAEUA,TAJYNH,u0000531,,,u0000531@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),17.4,10.9,3.8,3.3,2.3,35.6,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.6,52.7,-,-,72.7,1710372718
FYGWME,MKRADX,u0000532,,,u0000532@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.1,15.8,3.3,3.2,2.1,57.8,0.3,0.6,0.5,0.6,0.6,0.4,0.5,0.4,0.5,0.5,99,-,-,85.1,1710372718
OOTFVX,BDMXFF,u0000533,,,u0000533@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.2,14.1,3.8,2.9,2.3,33.4,0.3,0.5,0.5,0.5,0.5,0.1,0.5,0.4,0.5,0.5,55.9,-,-,78.8,1710372718
ARKDWY,XENWTG,u0000534,,,u0000534@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.6,11.9,4.2,2.8,2,37,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,-,96.7,-,-,79.7,1710372718
MYNTTA,ZLMKLB,u0000535,,,u0000535@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),24,13.7,2.9,3.3,2.4,57.8,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.4,0.5,102.6,104.9,-,103,1710372718
XBLEOL,GZKROU,u0000536,,,u0000536@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),5.4,10.7,4.7,3,2.3,45.4,0.6,0.5,0.5,0.6,0.6,-,0.4,0.4,0.3,0.6,50.4,105.1,-,73.1,1710372718
SLGYPE,EHLAER,u0000537,,,u0000537@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.8,13.1,3.6,3.5,2.1,51.4,0.5,0.4,0.4,0.5,0.5,0.6,0.5,0.6,0.5,0.5,64,-,-,100.3,1710372718
WCIRFQ,KCLDCN,u0000538,,,u0000538@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),19.5,15.9,2.9,3.2,2.1,47.8,0.6,0.6,0.5,0.4,0.6,0.6,0.6,0.5,0.5,0.6,103.8,-,-,93.8,1710372718
KHRYAI,VKJAQO,u0000539,,,u0000539@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18,13.2,2.3,3.4,2.1,40.1,0.5,0.6,0.5,0.4,0.5,0.6,0.4,0.6,0.6,0.5,52.7,-,-,72.8,1710372718
GOOMZX,ZOCLLW,u0000540,,,u0000540@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),22.3,13.5,4.1,3,2.3,27.5,0.4,0.3,0.6,0.5,0.6,0.1,0.5,0.6,0.4,0.4,58.6,-,-,73,1710372718
